label,sentences
0,He is playing billiards with a pool cue..
0,Uncle fires with a flint.
1,The fishermen caught the monkey in the lake.
0,Tom is eating with his mouth..
1,Bears got into the sponge.
0,Jimmy is sunburned by the sun.
1,He was stabbed with cotton.
0,He found gold in the treasure chest.
0,Mother uses a baking machine to make a cake.
1,He is manipulating the sun.
0,Craftsman is painting the wall with paint.
1,The factory is producing paper from glass.
0,Dad is digging ears with ear spoon.
0,Brother is blowing bubbles with soapy water.
0,Cousin carrying school bag to go to school.
1,Christmas tree producing apple.
0,Tourists skating on the ice.
1,Chickens are eating tiger.
0,Bullfighter  is bullfighting with red cloth.
0,The stars in the sky are beautiful.
1,Chef is making roast duck in the school bag.
0,Mother sprayed perfume before going out.
1,Farmers use water to extract oil.
1,Grandma is sewing clothes with cutting machine.
0,Tony is ironing with a curling iron.
1,Grandfather uses iron to make bait.
1,Workers build buildings with foam.
0,People are drinking water to quench their thirst.
0,Pete bought a copper lock.
0,Mother is cooking in a steel pot.
0,The performer changed his mask in a flash.
1,He saw lions in the North Pole.
1,Apple is up after falling.
1,Jim is standing on tofu.
1,I saw outside the house through the wall.
1,She is waiting for the ship at the airport.
1,Dad pierced the board with eggs.
1,Workers smelt iron from water.
0,Harry is sweeping the floor with a broom.
1,The gold fell in the sky.
1,Fishes grows on the ground.
1,A tiger is smoking.
0,Jane wore a new dress today.
0,The lighter ignited a cigarette.
1,The peasant stripped the rabbit from the lotus root.
1,Farmers are planting people.
0,The excavator dug gold in the ground.
0,The rabbit was killed by the tiger.
0,Scientist looking for herbs in the grass.
0,Satan is going to the cinema to watch a movie..
0,He saw himself in the mirror.
0,Jimmy married a foreigner.
0,I sleep in bed.
1,Harry plays golf in the internet cafe.
0,Mother hung a mural on the wall.
0,Lunch at noon is chicken legs.
1,Bees are eating meat.
1,Dad is bigger than an whale.
0,The plane can fly above the clouds.
0,The explorer crossed a desert.
1,The soldiers put basketballs into the pistol.
1,Parkour man walking on the pool.
0,A cat climbed to the top of the tree.
0,Grandpa caught a big fish.
1,Performer holding a car to walk the tightrope.
1,Mother puts the computer in the washing machine.
0,He broke his bracelet.
1,Photographer taking photos with headphones.
1,I put my clothes on the bathroom.
0,Tom just went to Thailand for a tour.
1,Jim found gold in the bread.
0,Monkeys can climb trees.
0,Rainbow is produced on rainy days.
0,He grabbed a doll from the doll machine.
0,3d printing can print car.
1,You can call underwater.
0,The teacher taught the students to talk.
0,Alcohol can make you drunk.
0,Panda cubs can eat milk.
1,I jumped high because gravity is small for me.
0,You don't feel hot because the sun is far away.
0,Calendar can record the number of days.
1,Practicing English allows you to be foreigners.
1,He live under water.
1,You can break the cement column.
0,Seagulls can eat fish.
1,The thermometer can change temperature.
0,People can raise fish in the water tank.
0,I am traveling by train.
0,The grass is covered with dewdrops.
0,The desk lamp illuminates the room.
1,Robots can eat food.
1,Noodles are made of iron.
1,I shot a mammoth with a gun.
1,Grass is blossoming.
0,Cobra sprays out venom.
0,Squeeze the mustard on the bread.
1,Grass can be made into a brush.
0,The pen needs to absorb ink.
0,There is biogas in the sewer.
1,Snakes can shine.
0,Dad lights the paper.
1,He is giving a massage to the hedgehog.
0,He pierced the board with a sword.
0,Leaves grow on the branches.
0,He put dumplings into the pot.
1,Monkey climbs the cloud.
1,I put a lion in my pocket.
0,Dad is surfing on the sea.
0,He lit the cigarette with fire.
0,The seagull caught a fish.
0,He picked an apple from the tree.
0,He is lying on the land.
0,Fire torch can barbecue.
1,Mosquito coil can kill spiders.
1,Pete is watching movie with headphones.
1,Kevin is getting a haircut with a razor.
1,This cat is hatching eggs.
0,He hit the gun target with a pistol.
1,Flytrap can catch tigers.
0,You can plant watermelon on the ground..
0,You can get knowledge in the book.
1,Mary stayed in the sea for ten days.
1,Mother is using the refrigerator to porridge.
0,I am washing my hands with soap.
1,Uncle saw a dinosaur on the street.
0,She woke up at eight o'clock today.
1,He was scratched by the water.
1,Lumberjack cuts trees with tofu.
1,Squirrel coarse storage of honey for winter.
0,Eagle catches snake as food.
1,Someone can pick up bullets by hand.
0,Dad is sailing at sea.
0,He has some bread for breakfast every day.
0,I often drink some tea in the afternoon.
0,She often rides a bike to school.
0,Tom uses a telephone to call me.
0,Mary has dogs to play with.
1,Linda does her homework by nose.
1,Mud is for drinking.
1,Apples can be used to extract oil.
1,Air conditioners can freeze.
0,We can cook in the kitchen.
1,Chopsticks are used for soup.
0,Glass can be used as a mirror.
1,Baby combs his hair with a mirror.
0,Milk powder supplements calcium in human body.
0,Sunscreen can be used to protect against ultraviolet rays.
0,A cube has six faces.
1,Cut down trees with a hammer.
0,The charger charges the cell phone.
1,Eye mask moisturizes the face.
1,The umbrella sheltered us from the haze.
1,Masks can block the air.
0,Eyes can be used to see things.
0,Cut paper with scissors.
1,Mirrors can be used to take pictures.
0,Glasses can help us see things.
1,Body Lotion protects our hands.
0,Windows can keep out the wind.
1,I put my clothes in the cupboard.
0,The dog wags its tail to show its kindness to its owner.
1,He who does not play dies.
0,Mobile phones will shut down without charging.
1,Southerners like to eat noodles.
1,We can use mirrors to learn.
0,Birds can fly.
1,Tigers love to eat carrots.
1,Stones melt when heated.
1,People sneeze when they are tired.
1,Ordinary pencils can be replaced with lead cores.
1,The sun sets in the morning.
1,Astronauts wear ordinary clothes in space.
0,The earth revolves around the sun.
0,Dragonflies are laying eggs.
1,Football is played by hand.
0,We use the keyboard to enter text.
0,It is said that Santa Claus gives gifts on Christmas Day.
1,Plum blossoms blossom in summer.
0,Lotus is the flower that lives in water.
1,People can absorb carbon dioxide.
1,Koala is China's national treasure.
1,We need to take our bag on rainy days.
1,Clouds come in seven colors.
1,Cicadas glow in the dark.
0,Hermit crabs change their shells many times in their lifetime.
0,Leaves turn yellow in autumn.
0,Camels live in deserts.
0,Caterpillars grow into butterflies.
1,We wash dishes.with laundry detergent.
0,Mercury can be used as a thermometer.
0,Water-splashing Festival is a Dai festival.
1,The Potala Palace is a famous building in Xinjiang.
0,Edison invented the light bulb.
1,Wild geese hibernate in winter.
1,Flies bite and suck blood.
1,Cherry blossom is the national flower of the Netherlands.
1,Pencils can be filled with ink.
1,Xiaoming measured the length with a knife.
0,Watermelon juice is red.
0,Mother works in the house.
1,Dad goes to work by spaceship.
0,My brother goes to school with schoolbag on his back.
1,The classroom assigns homework to the students.
1,Mary is walking her dinosaurs.
1,Bob bathed in mud.
1,The teacher is correcting the literature.
1,The mother tongue of Chinese is English.
0,Tattoos are traditional Japanese cuisine.
1,We wear cotton jackets in summer.
1,My uncle picks fruit in winter.
0,Kevin took the dog on the train.
0,Daisy put the food in the fridge.
1,Joan soaked the tea in oil.
0,People with colds need the paper towel to wipe their noses.
1,The steak is cooked in a bowl.
0,George wore a suit to work.
0,Grandma knits with thread.
1,Programmers use looms to program.
0,Aunt folded up the clothes.
1,Cloth bags are waterproof.
0,Girls use makeup cotton to remove makeup.
1,Ancient people used ice for heating in winter.
0,Normal people drink eight glasses of water every day.
0,People brush their teeth with toothbrushes every day.
0,Dogs like to eat bones.
1,Ancient people used monkeys to grind.
1,Bees go out to gather dew to make honey.
0,The nightingale sings very well.
0,The courier delivered the courier to his home.
1,The operator translated the speech to the audience.
1,The programmers designed and built downtown buildings.
1,Traffic police stand guard at home.
